,Global_reactive_power,Voltage,Global_intensity,Day,Month,Hour,Minutes,total_metering
36687,0.0,244.37,1.0,1,11,4,51,0.0
244764,0.09,234.34,1.0,6,4,16,48,2.0
87805,0.246,240.13,2.8,15,2,16,49,1.0
203221,0.29,229.8,14.2,5,6,20,25,45.0
53121,0.138,246.92,5.8,22,1,14,45,18.0
188425,0.0,235.39,2.0,26,4,13,49,1.0
39570,0.128,242.6,1.2,13,1,4,54,0.0
138573,0.14,239.27,6.4,22,3,22,57,18.0
151745,0.082,243.03,5.8,4,1,2,29,20.0
197941,0.084,233.86,5.2,5,3,4,25,17.0
12021,0.0,244.87,0.8,25,12,1,45,0.0
144575,0.106,241.64,5.8,27,3,2,59,18.0
150096,0.162,239.92,7.2,30,3,23,0,0.0
67289,0.128,241.0,5.8,2,1,10,53,18.0
4753,0.238,245.99,1.8,20,12,0,37,2.0
47305,0.37,238.48,3.0,18,1,13,49,0.0
194625,0.094,231.37,14.0,30,4,21,9,36.0
103585,0.0,242.01,0.8,26,2,15,49,0.0
76461,0.188,237.72,10.2,2,7,19,45,1.0
214149,0.18,234.96,1.4,14,5,10,33,0.0
162678,0.126,242.33,1.4,4,8,16,42,0.0
100931,0.098,234.63,1.4,24,2,19,35,0.0
15369,0.248,240.44,9.4,27,12,9,33,19.0
123480,0.118,237.12,8.4,3,12,11,24,17.0
175324,0.0,239.51,5.0,17,4,11,28,17.0
6790,0.212,239.54,6.2,21,12,10,34,19.0
233552,0.188,232.82,8.8,27,5,21,56,19.0
130831,0.0,237.41,15.0,17,3,13,55,45.0
109144,0.0,241.06,0.8,3,2,12,28,0.0
22224,0.0,243.77,10.0,1,1,3,48,0.0
228368,0.048,233.44,7.4,24,5,7,32,17.0
240347,0.092,235.84,1.4,6,1,15,11,0.0
156007,0.196,240.36,1.6,4,4,1,31,1.0
17600,0.244,243.5,16.0,28,12,22,44,38.0
115881,0.046,241.03,1.4,3,7,4,45,0.0
141733,0.08,241.32,10.0,25,3,3,37,0.0
167518,0.0,239.46,0.8,4,12,1,22,0.0
209843,0.0,234.17,2.0,5,11,10,47,0.0
131737,0.114,245.96,1.4,18,3,5,1,0.0
187179,0.206,235.77,1.4,25,4,17,3,2.0
129258,0.0,241.18,1.0,16,3,11,42,0.0
100809,0.118,240.51,3.2,24,2,17,33,2.0
155647,0.292,230.45,16.9,4,3,19,31,45.0
107921,0.0,241.74,0.8,3,1,16,5,0.0
214505,0.28,236.56,3.0,14,5,16,29,1.0
50568,0.0,235.81,13.8,20,1,20,12,18.0
152882,0.392,237.52,13.2,4,1,21,26,17.0
233419,0.338,236.08,7.4,27,5,19,43,19.0
157850,0.0,237.62,5.6,4,5,8,14,17.0
159052,0.186,241.4,1.8,4,6,4,16,1.0
215369,0.064,233.83,5.6,15,5,6,53,0.0
50395,0.0,237.5,11.0,20,1,17,19,18.0
148637,0.142,240.82,6.4,29,3,22,41,18.0
81373,0.118,241.51,7.0,2,11,5,37,2.0
134132,0.232,235.2,16.9,19,3,20,56,45.0
107481,0.212,240.05,1.8,3,1,8,45,2.0
170436,0.0,238.59,0.8,14,4,2,0,0.0
245976,0.072,233.73,1.0,6,5,13,0,0.0
194027,0.102,239.2976727604501,3.6,30,4,11,11,1.0
216854,0.0,233.94,8.4,16,5,7,38,17.0
135025,0.252,239.06,7.8,20,3,11,49,17.0
118663,0.0,242.47,1.0,3,9,3,7,0.0
91246,0.128,242.76,10.0,18,2,2,10,0.0
63806,0.0,240.48,1.0,30,1,0,50,0.0
110093,0.114,242.47,1.2,3,3,4,17,2.0
128609,0.194,239.21,3.6,16,3,0,53,1.0
231043,0.206,236.06,1.8,26,5,4,7,1.0
218203,0.0,236.94,1.4,17,5,6,7,0.0
142364,0.286,245.53,4.6,25,3,14,8,3.0
183337,0.104,242.28,1.8,23,4,1,1,0.0
188703,0.1,235.58,5.2,26,4,18,27,17.0
57531,0.174,247.46,5.8,25,1,16,15,19.0
68196,0.0,241.16,1.0,2,2,2,0,0.0
171828,0.0,240.57,0.8,15,4,1,12,0.0
203168,0.284,229.92,13.2,5,6,19,32,34.0
186273,0.086,236.66,0.8,25,4,1,57,2.0
227472,0.066,236.65,1.2,23,5,16,36,2.0
207827,0.07,235.35,0.8,5,10,1,11,0.0
148023,0.268,242.27,2.0,29,3,12,27,1.0
50786,0.0,241.3,3.0,20,1,23,50,0.0
153077,0.214,242.33,6.2,4,2,0,41,18.0
108737,0.114,239.18,1.4,3,2,5,41,0.0
116410,0.208,241.29,6.0,3,7,13,34,18.0
91403,0.144,242.03,1.4,18,2,4,47,0.0
113251,0.096,237.39,6.0,3,5,8,55,18.0
218171,0.196,235.99,1.8,17,5,5,35,0.0
241617,0.052,232.31,1.2,6,2,12,21,0.0
172851,0.106,239.91,1.0,15,4,18,15,0.0
56798,0.0,248.09,1.0,25,1,4,2,0.0
135473,0.318,235.07,14.6,20,3,19,17,38.0
146052,0.152,244.88,1.6,28,3,3,36,0.0
70945,0.054,241.62,11.2,2,3,23,49,18.0
1688,0.278,239.71,12.8,17,12,21,32,18.0
75723,0.132,239.2,10.2,2,7,7,27,18.0
205796,0.17,234.46,6.4,5,8,15,20,19.0
142856,0.246,236.15,11.0,25,3,22,20,20.0
123305,0.0,239.7,6.2,3,12,8,29,20.0
139925,0.0,236.32,8.6,23,3,21,29,18.0
173768,0.0,239.72,0.6,16,4,9,32,0.0
215944,0.0,235.77,1.2,15,5,16,28,0.0
246437,0.465,234.87,14.2,6,5,20,41,0.0
34202,0.126,237.83,5.6,1,9,11,26,17.0
206491,0.082,238.03,0.8,5,9,2,55,0.0
89460,0.08,236.02,10.2,16,2,20,24,20.0
246302,0.0,236.6,0.8,6,5,18,26,0.0
104003,0.24,241.86,6.0,26,2,22,47,19.0
195694,0.0,236.48,1.0,5,1,14,58,1.0
134742,0.13,243.46,8.6,20,3,7,6,19.0
43987,0.138,245.22,1.4,16,1,6,31,2.0
162138,0.0,241.74,1.0,4,8,7,42,0.0
44726,0.0,237.02,11.4,16,1,18,50,17.0
230959,0.0,235.96,1.0,26,5,2,43,0.0
38857,0.08,243.52,1.2,1,12,17,1,0.0
189465,0.06,235.41,1.6,27,4,7,9,0.0
29470,0.0,242.42,1.0,1,6,4,34,0.0
91053,0.0,238.04,16.0,17,2,22,57,0.0
50039,0.465,237.34,8.6,20,1,11,23,18.0
68932,0.122,239.99,5.8,2,2,14,16,18.0
126551,0.108,243.6,1.6,14,3,14,35,1.0
45992,0.198,243.92,9.0,17,1,15,56,23.0
69902,0.0,240.73,6.4,2,3,6,26,0.0
73706,0.066,244.5,4.0,2,5,21,50,0.0
185710,0.174,234.82,2.0,24,4,16,34,1.0
163727,0.0,236.91,5.2,4,9,10,11,17.0
65903,0.465,236.51,16.9,31,1,11,47,45.0
85521,0.142,244.78,1.6,14,2,2,45,0.0
8161,0.0,238.85,5.4,22,12,9,25,18.0
84868,0.12,242.96,1.6,13,2,15,52,0.0
81058,0.214,239.04,11.4,2,11,0,22,2.0
187395,0.126,236.71,5.8,25,4,20,39,18.0
182328,0.072,237.31,9.4,22,4,8,12,0.0
145760,0.0,242.88,1.8,27,3,22,44,0.0
241572,0.258,231.58,4.8,6,2,11,36,0.0
150538,0.0,240.59,10.0,31,3,6,22,0.0
153132,0.21,242.15,6.0,4,2,1,36,18.0
21835,0.204,236.23,10.8,31,12,21,19,0.0
170919,0.076,237.13,1.2,14,4,10,3,0.0
102079,0.0,240.3,5.2,25,2,14,43,18.0
109558,0.0,236.75,0.8,3,2,19,22,0.0
121843,0.058,239.22,9.8,3,11,8,7,0.0
249928,0.152,234.17,1.4,6,8,6,52,1.0
250309,0.0,232.73,11.2,6,8,13,13,35.0
178708,0.232,243.85,2.0,19,4,19,52,2.0
188720,0.148,234.64,5.4,26,4,18,44,17.0
207919,0.188,236.38,1.4,5,10,2,43,1.0
76797,0.136,244.07,1.4,2,8,1,21,0.0
129146,0.212,235.24,6.8,16,3,9,50,22.0
63335,0.0,245.15,5.6,29,1,16,59,18.0
230886,0.092,236.35,1.4,26,5,1,30,0.0
182273,0.082,237.75,14.4,22,4,7,17,19.0
110962,0.196,236.47,1.6,3,3,18,46,1.0
19775,0.294,235.89,11.6,30,12,10,59,18.0
10730,0.0,244.74,9.6,24,12,4,14,0.0
114428,0.0,242.29,1.0,3,6,4,32,0.0
163867,0.1,239.18,1.2,4,9,12,31,1.0
121686,0.054,241.36,9.6,3,11,5,30,0.0
40686,0.062,232.63,16.9,13,1,23,30,45.0
82616,0.0,242.94,1.2,2,12,2,20,0.0
166975,0.136,244.72,1.4,4,11,16,19,0.0
115284,0.218,236.46,3.0,3,6,18,48,2.0
37062,0.0,241.08,5.2,1,11,11,6,18.0
182290,0.204,239.28,6.2,22,4,7,34,20.0
169079,0.1,239.35,1.2,13,4,3,23,1.0
127337,0.0,242.58,0.8,15,3,3,41,0.0
13224,0.0,236.8,16.9,25,12,21,48,45.0
141439,0.224,236.83,15.8,24,3,22,43,1.0
200521,0.0,237.41,5.0,5,4,23,25,18.0
101365,0.0,241.32,0.8,25,2,2,49,0.0
41963,0.304,234.16,14.0,14,1,20,47,19.0
192899,0.102,239.2976727604501,3.6,29,4,16,23,1.0
208954,0.236,235.88,2.0,5,10,19,58,0.0
152494,0.0,242.2,5.6,4,1,14,58,18.0
226181,0.166,234.97,5.8,22,5,19,5,18.0
47679,0.118,240.53,10.0,18,1,20,3,17.0
173188,0.184,244.77,1.4,15,4,23,52,0.0
17112,0.0,242.7,6.0,28,12,14,36,18.0
227175,0.078,231.9,6.4,23,5,11,39,17.0
205070,0.088,235.96,2.4,5,8,3,14,0.0
48534,0.196,235.64,5.8,19,1,10,18,17.0
205203,0.074,234.75,1.0,5,8,5,27,0.0
106215,0.0,240.29,0.8,28,2,11,39,0.0
135683,0.05,237.77,5.8,20,3,22,47,17.0
29961,0.114,234.77,9.6,1,6,12,45,18.0
203075,0.21,234.84,1.8,5,6,17,59,2.0
15207,0.176,248.12,2.2,27,12,6,51,2.0
160314,0.196,240.41,2.0,4,7,1,18,1.0
86354,0.284,239.97,11.2,14,2,16,38,21.0
231044,0.208,236.18,1.8,26,5,4,8,1.0
116378,0.226,240.93,6.6,3,7,13,2,18.0
103814,0.0,237.82,1.2,26,2,19,38,0.0
169254,0.098,238.93,1.2,13,4,6,18,1.0
83110,0.06,237.39,5.6,2,12,10,34,18.0
16069,0.0,243.33,5.2,27,12,21,13,0.0
45451,0.08,240.71,10.0,17,1,6,55,18.0
1165,0.362,236.68,7.4,17,12,12,49,19.0
205129,0.102,236.55,2.2,5,8,4,13,0.0
124786,0.0,237.26,5.2,13,3,9,10,18.0
93608,0.206,241.38,1.8,19,2,17,32,1.0
58690,0.108,237.52,11.8,26,1,11,34,17.0
229151,0.082,241.71,1.2,24,5,20,35,0.0
62197,0.136,237.88,5.8,28,1,22,1,0.0
220403,0.302,232.48,12.8,18,5,18,47,37.0
180132,0.248,240.03,4.2,20,4,19,36,1.0
190935,0.102,239.2976727604501,3.6,28,4,7,39,1.0
174290,0.114,239.57,5.4,16,4,18,14,17.0
82174,0.208,234.25,16.0,2,11,18,58,19.0
224800,0.046,235.39,2.2,21,5,20,4,0.0
178387,0.0,240.75,2.0,19,4,14,31,0.0
108708,0.21,240.05,1.8,3,2,5,12,2.0
231195,0.092,235.88,1.4,26,5,6,39,0.0
19708,0.084,239.0,16.9,30,12,9,52,45.0
134176,0.254,239.26,13.0,19,3,21,40,24.0
83063,0.178,236.02,15.4,2,12,9,47,45.0
97576,0.0,238.88,6.0,22,2,11,40,17.0
135195,0.248,242.72,2.0,20,3,14,39,1.0
119644,0.0,239.75,4.6,3,9,19,28,0.0
69722,0.0,239.88,9.4,2,3,3,26,0.0
86574,0.21,237.25,3.6,14,2,20,18,0.0
228785,0.07,232.2,1.2,24,5,14,29,1.0
15327,0.0,240.55,10.4,27,12,8,51,18.0
23539,0.0,242.99,1.6,1,2,1,43,0.0
126351,0.11,241.34,1.4,14,3,11,15,2.0
197454,0.064,233.15,1.8,5,2,20,18,0.0
169682,0.0,241.16,0.8,13,4,13,26,0.0
52558,0.128,242.69,1.4,22,1,5,22,0.0
235498,0.048,237.81,1.0,29,5,6,22,0.0
48062,0.0,241.11,1.0,19,1,2,26,0.0
47142,0.0,241.53,1.0,18,1,11,6,0.0
165526,0.106,240.53,5.6,4,10,16,10,18.0
131844,0.348,244.48,6.2,18,3,6,48,1.0
187323,0.328,235.42,4.4,25,4,19,27,1.0
93062,0.0,237.12,5.4,19,2,8,26,18.0
116188,0.3,237.86,6.8,3,7,9,52,18.0
152148,0.176,241.03,5.8,4,1,9,12,19.0
188043,0.0,233.37,7.4,26,4,7,27,15.0
187297,0.092,236.61,0.8,25,4,19,1,0.0
244745,0.22,235.95,1.6,6,4,16,29,1.0
234005,0.062,236.81,1.4,28,5,5,29,0.0
243120,0.258,231.44,16.9,6,3,13,24,45.0
106466,0.0,242.25,0.8,28,2,15,50,0.0
160913,0.17,238.72,10.8,4,7,11,17,37.0
205214,0.0,235.84,1.0,5,8,5,38,0.0
181831,0.27,243.35,1.6,21,4,23,55,1.0
188482,0.086,236.35,0.8,26,4,14,46,0.0
43475,0.144,240.74,6.2,15,1,21,59,0.0
121814,0.046,237.44,16.9,3,11,7,38,18.0
70850,0.352,234.66,16.9,2,3,22,14,45.0
39292,0.106,242.25,5.6,13,1,0,16,18.0
49631,0.0,239.73,9.6,20,1,4,35,0.0
4910,0.108,246.48,1.2,20,12,3,14,0.0
9424,0.0,240.72,9.6,23,12,6,28,0.0
247383,0.298,235.86,2.4,6,6,12,27,2.0
82039,0.338,242.87,2.6,2,11,16,43,2.0
16327,0.094,245.09,1.4,28,12,1,31,0.0
220925,0.0,235.06,1.0,19,5,3,29,0.0
197474,0.194,233.24,7.8,5,2,20,38,0.0
234090,0.0,236.15,1.0,28,5,6,54,0.0
21300,0.104,235.27,15.8,31,12,12,24,19.0
159149,0.062,240.5,1.4,4,6,5,53,0.0
113663,0.158,243.13,3.2,3,5,15,47,9.0
201925,0.068,233.87,13.6,5,5,22,49,17.0
125582,0.126,240.67,9.6,13,3,22,26,1.0
63437,0.116,235.96,9.6,29,1,18,41,17.0
92130,0.0,241.09,2.0,18,2,16,54,4.0
144063,0.132,239.32,1.8,26,3,18,27,0.0
163280,0.12,240.99,1.4,4,9,2,44,0.0
105271,0.0,240.65,0.8,27,2,19,55,0.0
139683,0.1,242.31,2.4,23,3,17,27,1.0
97710,0.0,240.54,1.0,22,2,13,54,0.0
108964,0.116,241.21,1.6,3,2,9,28,0.0
228915,0.088,235.52,1.4,24,5,16,39,0.0
204682,0.096,234.21,1.0,5,7,20,46,0.0
60306,0.0,239.11,9.0,27,1,14,30,18.0
231045,0.208,236.19,1.8,26,5,4,9,2.0
111293,0.0,241.42,0.8,3,4,0,17,0.0
247327,0.184,232.51,7.6,6,6,11,31,17.0
146170,0.0,240.7,1.0,28,3,5,34,0.0
85210,0.206,236.47,14.4,13,2,21,34,37.0
134444,0.074,245.25,5.6,20,3,2,8,19.0
5030,0.106,245.1,1.4,20,12,5,14,0.0
222036,0.048,232.04,1.2,19,5,22,0,0.0
127732,0.0,237.88,5.4,15,3,10,16,17.0
130236,0.178,239.45,1.6,17,3,4,0,2.0
36387,0.082,246.15,1.2,1,10,23,51,0.0
76468,0.256,237.81,11.2,2,7,19,52,0.0
160781,0.092,240.34,3.2,4,7,9,5,0.0
189232,0.094,235.71,1.0,27,4,3,16,0.0
20138,0.465,238.03,11.2,30,12,17,2,21.0
154158,0.094,240.89,6.0,4,2,18,42,15.0
71628,0.0,238.4,5.4,2,4,11,12,18.0
51419,0.084,238.7,5.6,21,1,10,23,17.0
224936,0.082,234.46,9.8,21,5,22,20,18.0
34518,0.134,239.02,7.2,1,9,16,42,18.0
164106,0.13,240.36,1.4,4,9,16,30,0.0
19419,0.088,244.84,1.2,30,12,5,3,0.0
102946,0.21,239.87,1.8,26,2,5,10,1.0
106686,0.088,239.21,1.2,28,2,19,30,0.0
96633,0.322,235.54,16.9,21,2,19,57,36.0
182201,0.102,242.27,5.2,22,4,6,5,0.0
35163,0.162,242.59,1.6,1,10,3,27,0.0
29043,0.14,236.4,10.2,1,5,21,27,18.0
201476,0.102,236.13,2.2,5,5,15,20,2.0
185221,0.06,234.11,0.8,24,4,8,25,0.0
28359,0.0,235.52,13.6,1,5,10,3,17.0
27268,0.0,242.6,5.4,1,4,15,52,18.0
178501,0.234,240.26,1.6,19,4,16,25,0.0
119503,0.0,240.9,1.0,3,9,17,7,0.0
140227,0.0,244.78,0.8,24,3,2,31,0.0
173368,0.14,241.7,1.2,16,4,2,52,0.0
116719,0.104,234.71,16.9,3,7,18,43,37.0
165851,0.122,241.57,4.4,4,10,21,35,1.0
222519,0.064,233.88,14.0,20,5,6,3,0.0
193585,0.102,239.2976727604501,3.6,30,4,3,49,1.0
224874,0.0,237.79,7.2,21,5,21,18,18.0
74826,0.152,243.58,3.6,2,6,16,30,0.0
146887,0.322,241.82,2.8,28,3,17,31,4.0
73376,0.0,243.15,2.2,2,5,16,20,0.0
237083,0.156,232.46,5.8,30,5,8,47,18.0
32104,0.136,241.63,5.6,1,8,0,28,18.0
152867,0.084,240.43,13.6,4,1,21,11,19.0
6516,0.096,243.24,1.2,21,12,6,0,2.0
43715,0.132,242.23,1.4,16,1,1,59,0.0
3409,0.238,245.15,2.0,19,12,2,13,2.0
76952,0.324,242.68,2.4,2,8,3,56,1.0
149186,0.046,236.93,12.4,30,3,7,50,17.0
190316,0.08,230.82,14.6,27,4,21,20,18.0
30080,0.152,238.23,7.0,1,6,14,44,19.0
180473,0.13,243.34,1.0,21,4,1,17,0.0
114545,0.054,241.94,5.4,3,6,6,29,18.0
75829,0.0,240.73,5.6,2,7,9,13,19.0
3219,0.0,238.97,8.8,18,12,23,3,27.0
112154,0.1,244.27,1.6,3,4,14,38,1.0
222240,0.064,238.78,1.4,20,5,1,24,0.0
227068,0.0,234.24,5.8,23,5,9,52,16.0
143234,0.098,243.88,1.4,26,3,4,38,0.0
149475,0.13,242.62,2.6,30,3,12,39,0.0
104448,0.228,243.21,1.8,27,2,6,12,2.0
13624,0.226,244.23,14.8,26,12,4,28,20.0
116823,0.465,234.36,16.9,3,7,20,27,19.0
40854,0.262,241.0,16.9,14,1,2,18,45.0
100720,0.238,239.82,1.8,24,2,16,4,1.0
168767,0.0,239.92,5.2,4,12,22,11,17.0
36378,0.082,246.04,1.2,1,10,23,42,0.0
26381,0.156,238.2,10.2,1,4,1,5,1.0
59818,0.128,244.66,1.4,27,1,6,22,2.0
153774,0.054,238.94,5.4,4,2,12,18,17.0
245769,0.0,234.21,0.8,6,5,9,33,0.0
190137,0.116,238.14,2.0,27,4,18,21,0.0
63516,0.122,236.94,7.8,29,1,20,0,17.0
43662,0.0,243.61,1.0,16,1,1,6,1.0
154175,0.078,239.63,6.0,4,2,18,59,17.0
126600,0.172,242.71,1.6,14,3,15,24,1.0
101040,0.0,238.49,0.8,24,2,21,24,0.0
212243,0.0,236.72,1.0,13,5,2,47,0.0
74637,0.106,243.07,3.2,2,6,13,21,1.0
166629,0.098,239.67,7.0,4,11,10,33,18.0
176307,0.228,239.33,1.6,18,4,3,51,0.0
183436,0.0,242.82,1.6,23,4,2,40,0.0
167855,0.0,241.57,0.8,4,12,6,59,0.0
46416,0.308,243.19,6.8,17,1,23,0,21.0
115718,0.068,242.56,1.2,3,7,2,2,0.0
173346,0.0,241.78,0.6,16,4,2,30,0.0
196584,0.0,238.4,1.6,5,2,5,48,0.0
176628,0.0,239.86,0.6,18,4,9,12,2.0
29873,0.0,234.61,11.4,1,6,11,17,17.0
11450,0.106,242.71,16.9,24,12,16,14,45.0
101164,0.22,242.08,1.6,24,2,23,28,1.0
125944,0.094,242.84,1.6,14,3,4,28,0.0
236263,0.0,236.0,1.0,29,5,19,7,0.0
244963,0.465,233.04,3.4,6,4,20,7,2.0
68765,0.332,237.85,6.4,2,2,11,29,18.0
180814,0.0,241.63,0.6,21,4,6,58,0.0
234962,0.094,234.58,8.6,28,5,21,26,17.0
172395,0.0,240.77,0.8,15,4,10,39,0.0
32449,0.0,240.65,1.0,1,8,6,13,0.0
80620,0.094,242.31,5.8,2,10,17,4,18.0
103394,0.124,244.12,1.4,26,2,12,38,1.0
69014,0.162,243.07,1.6,2,2,15,38,0.0
169345,0.0,238.11,0.8,13,4,7,49,0.0
89430,0.144,235.01,10.2,16,2,19,54,17.0
203610,0.0,236.06,0.6,5,7,2,54,0.0
154751,0.0,242.13,0.8,4,3,4,35,0.0
46635,0.278,245.14,2.0,18,1,2,39,2.0
226883,0.0,231.72,6.2,23,5,6,47,16.0
33453,0.166,244.48,1.4,1,8,22,57,0.0
185196,0.068,231.59,5.2,24,4,8,0,17.0
103830,0.0,239.36,0.8,26,2,19,54,0.0
140844,0.046,236.6,15.8,24,3,12,48,45.0
58070,0.148,244.58,1.4,26,1,1,14,0.0
249071,0.056,233.53,3.2,6,7,16,35,2.0
8843,0.164,232.92,16.9,22,12,20,47,45.0
63693,0.242,244.12,4.0,29,1,22,57,0.0
74139,0.11,241.12,1.4,2,6,5,3,1.0
158117,0.166,240.2,1.4,4,5,12,41,0.0
319,0.062,239.46,9.6,16,12,22,43,0.0
75260,0.256,245.88,1.8,2,6,23,44,0.0
114174,0.0,242.97,0.8,3,6,0,18,0.0
35840,0.146,241.28,8.2,1,10,14,44,23.0
215870,0.074,234.28,1.6,15,5,15,14,1.0
33974,0.1,238.41,9.4,1,9,7,38,17.0
249605,0.0,235.59,1.0,6,8,1,29,0.0
245426,0.216,235.24,1.8,6,5,3,50,2.0
44452,0.158,244.49,8.0,16,1,14,16,18.0
209573,0.1,237.13,1.0,5,11,6,17,0.0
131192,0.056,234.97,8.0,17,3,19,56,0.0
30877,0.208,247.0,1.6,1,7,4,1,0.0
193359,0.102,239.2976727604501,3.6,30,4,0,3,1.0
113123,0.0,239.69,9.4,3,5,6,47,17.0
134806,0.086,236.35,9.2,20,3,8,10,17.0
111222,0.222,241.35,1.8,3,3,23,6,0.0
108669,0.0,240.85,0.8,3,2,4,33,0.0
100862,0.09,234.33,1.2,24,2,18,26,2.0
22575,0.0,240.54,14.2,1,1,9,39,17.0
95793,0.12,240.77,1.4,21,2,5,57,1.0
129451,0.13,244.01,1.4,16,3,14,55,0.0
133991,0.056,238.58,5.8,19,3,18,35,17.0
93013,0.134,235.94,8.8,19,2,7,37,18.0
46065,0.246,241.25,8.8,17,1,17,9,19.0
175940,0.076,237.36,6.6,17,4,21,44,0.0
226528,0.052,235.37,0.8,23,5,0,52,0.0
92953,0.118,241.63,6.8,19,2,6,37,18.0
147620,0.1,241.63,5.6,29,3,5,44,19.0
76201,0.176,245.66,4.4,2,7,15,25,1.0
156398,0.16,236.23,7.6,4,4,8,2,18.0
199578,0.104,236.45,6.0,5,4,7,42,17.0
9972,0.404,241.06,16.9,23,12,15,36,18.0
165488,0.0,242.3,1.0,4,10,15,32,0.0
52240,0.144,245.35,1.4,22,1,0,4,0.0
68086,0.222,242.71,6.2,2,2,0,10,18.0
169401,0.234,239.64,1.8,13,4,8,45,2.0
243531,0.158,234.09,3.4,6,3,20,15,0.0
165478,0.134,241.6,1.4,4,10,15,22,0.0
7722,0.136,246.13,1.4,22,12,2,6,0.0
245386,0.104,236.04,1.2,6,5,3,10,0.0
116094,0.06,236.29,7.2,3,7,8,18,18.0
88515,0.116,242.59,2.4,16,2,4,39,0.0
167266,0.1,238.73,1.2,4,11,21,10,1.0
38269,0.0,241.47,9.6,1,12,7,13,17.0
20246,0.102,233.01,16.9,30,12,18,50,32.0
137371,0.104,247.97,1.4,22,3,2,55,1.0
154575,0.0,240.34,0.8,4,3,1,39,0.0
155969,0.0,241.97,1.0,4,4,0,53,0.0
185363,0.164,231.9,2.4,24,4,10,47,0.0
223140,0.07,237.94,6.2,20,5,16,24,17.0
209705,0.088,232.56,6.2,5,11,8,29,17.0
115007,0.252,242.23,2.0,3,6,14,11,2.0
20590,0.138,243.11,1.2,31,12,0,34,1.0
176587,0.0,239.27,0.8,18,4,8,31,1.0
168553,0.0,239.65,0.8,4,12,18,37,0.0
36028,0.198,237.85,9.2,1,10,17,52,0.0
31559,0.248,242.15,13.4,1,7,15,23,43.0
130563,0.082,235.11,5.6,17,3,9,27,17.0
153,0.078,232.58,13.8,16,12,19,57,16.0
163292,0.11,241.41,1.2,4,9,2,56,2.0
153790,0.076,237.26,5.6,4,2,12,34,17.0
177599,0.0,240.06,2.0,19,4,1,23,0.0
90484,0.356,238.7,9.4,17,2,13,28,20.0
195589,0.09,235.05,10.6,5,1,13,13,37.0
42511,0.0,245.2,0.8,15,1,5,55,0.0
135920,0.0,246.3,1.0,21,3,2,44,0.0
132167,0.465,237.99,12.8,18,3,12,11,17.0
220775,0.0,238.16,1.0,19,5,0,59,0.0
180011,0.0,240.15,1.0,20,4,17,35,0.0
140357,0.0,244.52,0.8,24,3,4,41,0.0
14261,0.26,246.4,10.2,26,12,15,5,19.0
123781,0.228,241.6,6.8,3,12,16,25,18.0
79667,0.0,243.05,1.4,2,10,1,11,0.0
228450,0.198,232.88,6.0,24,5,8,54,18.0
170802,0.12,241.28,1.4,14,4,8,6,0.0
246600,0.298,237.68,8.8,6,5,23,24,19.0
174435,0.465,243.11,5.2,16,4,20,39,4.0
222652,0.154,236.22,2.6,20,5,8,16,1.0
73780,0.0,242.3,3.2,2,5,23,4,0.0
213875,0.224,237.59,1.8,14,5,5,59,0.0
196367,0.192,237.03,2.2,5,2,2,11,1.0
139256,0.0,238.5,0.8,23,3,10,20,0.0
206991,0.182,232.2,5.6,5,9,11,15,19.0
202866,0.306,233.25,7.8,5,6,14,30,19.0
180636,0.0,240.23,0.6,21,4,4,0,0.0
244421,0.0,231.9,0.8,6,4,11,5,0.0
97335,0.0,236.13,15.2,22,2,7,39,17.0
182818,0.06,238.78,6.2,22,4,16,22,19.0
136500,0.104,240.22,5.8,21,3,12,24,17.0
140284,0.214,245.25,1.8,24,3,3,28,0.0
98181,0.114,230.22,16.9,22,2,21,45,45.0
159577,0.112,243.29,1.4,4,6,13,1,1.0
246881,0.0,235.86,1.0,6,6,4,5,0.0
116820,0.465,233.01,16.9,3,7,20,24,19.0
229199,0.188,234.55,7.8,24,5,21,23,17.0
94386,0.096,240.76,10.0,20,2,6,30,1.0
145552,0.224,236.57,12.6,27,3,19,16,39.0
138497,0.064,236.1,11.2,22,3,21,41,18.0
67428,0.0,238.19,1.0,2,1,13,12,0.0
48458,0.114,237.18,5.8,19,1,9,2,18.0
205739,0.188,231.81,15.8,5,8,14,23,45.0
153076,0.208,243.3,6.2,4,2,0,40,18.0
135390,0.0,243.14,1.4,20,3,17,54,0.0
217874,0.324,237.78,2.4,17,5,0,38,2.0
144909,0.088,237.64,5.6,27,3,8,33,17.0
81736,0.088,243.55,12.2,2,11,11,40,20.0
60156,0.19,238.63,6.4,27,1,12,0,18.0
204599,0.0,233.64,7.4,5,7,19,23,17.0
92591,0.238,244.03,1.8,19,2,0,35,1.0
88531,0.0,242.77,2.0,16,2,4,55,0.0
51324,0.23,237.62,7.2,21,1,8,48,17.0
108557,0.25,241.82,1.8,3,2,2,41,1.0
203495,0.102,239.24,1.0,5,7,0,59,0.0
2345,0.102,238.77,5.8,18,12,8,29,19.0
15697,0.4,243.71,2.6,27,12,15,1,1.0
222613,0.046,237.96,2.2,20,5,7,37,0.0
239206,0.052,235.19,3.4,31,5,20,10,0.0
30892,0.07,247.95,1.2,1,7,4,16,0.0
25058,0.204,246.82,1.6,1,3,3,2,0.0
205952,0.106,236.84,3.0,5,8,17,56,1.0
166418,0.104,240.75,1.2,4,11,7,2,1.0
207388,0.166,237.32,1.8,5,9,17,52,4.0
